Period,Player,Group,Color,Side,UnitsCaptured,UnitsPerson,UnitsPot,FailedCaptures,CurrentHealth,WordCount,Captured>=1Unit,NewHealth,PeriodSQ,SentToPlayerBlue,SentToPotBlue,TakenFromPlayerBlue,TakenFromPotBlue,PotNearbyBlue,TotalGivenToPlayerBlue,TotalReceivedFromPlayerBlue,TotalAmountTakenFromPlayerBlue,TotalTimesTakenFromPlayerBlue,TotalAmountTakenByPlayerBlue,TotalTimesTakenByPlayerBlue,NetAmountTakenFromBlue,HitsReceivedFromBlue,HitsGivenToBlue,HealthLostFromBlue,HealthTakenFromBlue,HealthLostForBlue,HealthBlueLostForMe,TugsStartedAgainstBlue,TugsStartedFromBlue,TugHelpFromBlue,TugHelpToBlue,TugHurtFromBlue,TugHurtToBlue,SentToPlayerRed,SentToPotRed,TakenFromPlayerRed,TakenFromPotRed,PotNearbyRed,TotalGivenToPlayerRed,TotalReceivedFromPlayerRed,TotalAmountTakenFromPlayerRed,TotalTimesTakenFromPlayerRed,TotalAmountTakenByPlayerRed,TotalTimesTakenByPlayerRed,NetAmountTakenFromRed,HitsReceivedFromRed,HitsGivenToRed,HealthLostFromRed,HealthTakenFromRed,HealthLostForRed,HealthRedLostForMe,TugsStartedAgainstRed,TugsStartedFromRed,TugHelpFromRed,TugHelpToRed,TugHurtFromRed,TugHurtToRed,SentToPlayerYellow,SentToPotYellow,TakenFromPlayerYellow,TakenFromPotYellow,PotNearbyYellow,TotalGivenToPlayerYellow,TotalReceivedFromPlayerYellow,TotalAmountTakenFromPlayerYellow,TotalTimesTakenFromPlayerYellow,TotalAmountTakenByPlayerYellow,TotalTimesTakenByPlayerYellow,NetAmountTakenFromYellow,HitsReceivedFromYellow,HitsGivenToYellow,HealthLostFromYellow,HealthTakenFromYellow,HealthLostForYellow,HealthYellowLostForMe,TugsStartedAgainstYellow,TugsStartedFromYellow,TugHelpFromYellow,TugHelpToYellow,TugHurtFromYellow,TugHurtToYellow,SentToPlayerGreen,SentToPotGreen,TakenFromPlayerGreen,TakenFromPotGreen,PotNearbyGreen,TotalGivenToPlayerGreen,TotalReceivedFromPlayerGreen,TotalAmountTakenFromPlayerGreen,TotalTimesTakenFromPlayerGreen,TotalAmountTakenByPlayerGreen,TotalTimesTakenByPlayerGreen,NetAmountTakenFromGreen,HitsReceivedFromGreen,HitsGivenToGreen,HealthLostFromGreen,HealthTakenFromGreen,HealthLostForGreen,HealthGreenLostForMe,TugsStartedAgainstGreen,TugsStartedFromGreen,TugHelpFromGreen,TugHelpToGreen,TugHurtFromGreen,TugHurtToGreen,SentToPlayerPurple,SentToPotPurple,TakenFromPlayerPurple,TakenFromPotPurple,PotNearbyPurple,TotalGivenToPlayerPurple,TotalReceivedFromPlayerPurple,TotalAmountTakenFromPlayerPurple,TotalTimesTakenFromPlayerPurple,TotalAmountTakenByPlayerPurple,TotalTimesTakenByPlayerPurple,NetAmountTakenFromPurple,HitsReceivedFromPurple,HitsGivenToPurple,HealthLostFromPurple,HealthTakenFromPurple,HealthLostForPurple,HealthPurpleLostForMe,TugsStartedAgainstPurple,TugsStartedFromPurple,TugHelpFromPurple,TugHelpToPurple,TugHurtFromPurple,TugHurtToPurple,SentToPlayerOrange,SentToPotOrange,TakenFromPlayerOrange,TakenFromPotOrange,PotNearbyOrange,TotalGivenToPlayerOrange,TotalReceivedFromPlayerOrange,TotalAmountTakenFromPlayerOrange,TotalTimesTakenFromPlayerOrange,TotalAmountTakenByPlayerOrange,TotalTimesTakenByPlayerOrange,NetAmountTakenFromOrange,HitsReceivedFromOrange,HitsGivenToOrange,HealthLostFromOrange,HealthTakenFromOrange,HealthLostForOrange,HealthOrangeLostForMe,TugsStartedAgainstOrange,TugsStartedFromOrange,TugHelpFromOrange,TugHelpToOrange,TugHurtFromOrange,TugHurtToOrange,TotalShared,TotalAmountReceived,TotalAmountTakenByMe,TotalTimesTakenByMe,TotalAmountTakenFromMe,TotalTimesTakenFromMe,TotalHitsGiven,TotalHistReceived,GroupSize
5,5,2,Purple,left,48,48,0,1,62,0,1,72.5,25,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,22.5,22.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,6,2,Orange,left,24,24,0,2,62,0,1,72.5,25,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,22.5,22.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1,1,Blue,left,24,24,0,2,100,0,1,92,36,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,2,1,Red,left,48,48,0,1,70.5,10,1,82.5,36,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,24,21.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,3,1,Yellow,left,24,24,0,2,85,0,1,75.5,36,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,4,1,Green,left,24,24,0,2,42,0,1,51.5,36,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,21.5,24,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,5,2,Purple,left,48,37,0,1,58.5,0,1,54,36,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,FALSE,11,0,0,0,0,0,0,0,0,7.5,7.5,0,0,1,0,0,0,0,0,11,0,0,0,0,0,0,0,0
6,6,2,Orange,left,24,35,0,2,58.5,0,1,54,36,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,11,0,0,0,0,0,0,0,7.5,7.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
7,1,1,Blue,left,24,12,0,0,100,5,1,92,49,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,FALSE,0,0,6,1,0,0,6,0,0,1.5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,18,1,-18,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,18,1,0,0,0
7,2,1,Red,left,24,36,0,2,74,0,1,62.5,49,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,FALSE,0,0,12,1,0,0,12,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0
7,3,1,Yellow,left,24,6,0,2,77,10,1,77,49,0,0,0,0,FALSE,0,0,0,0,6,1,-6,0,0,1.5,1.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,12,1,-12,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,FALSE,0,0,18,1,18,1,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,36,3,0,0,0
7,4,1,Green,left,48,66,0,1,41,3,1,34,49,0,0,18,0,FALSE,0,0,18,1,0,0,18,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,FALSE,0,0,18,1,18,1,0,0,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,18,1,0,0,0
7,5,2,Purple,left,0,0,0,3,38.5,0,0,50.5,49,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,12,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,2,Orange,left,24,24,0,2,50.5,0,1,50.5,49,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,12,12,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,1,1,Blue,left,24,14,0,2,100,0,1,92,64,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,14,0,0,8,1,-8,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,16,1,-16,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,24,2,0,0,0
8,2,1,Red,left,24,24,0,2,73,0,1,66,64,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,3,1,Yellow,left,24,18,0,2,79,0,1,69,64,14,0,8,0,FALSE,14,0,8,1,0,0,8,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,8,1,0,0,0,0,0
8,4,1,Green,left,48,64,0,1,39.5,0,1,33,64,0,0,16,0,FALSE,0,0,16,1,0,0,16,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0
8,5,2,Purple,left,24,24,0,2,24.5,0,1,30.5,64,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8,6,2,Orange,left,0,0,0,3,24.5,0,0,42.5,64,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,18,18,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,1,Blue,left,0,0,0,3,91.5,2,0,92,81,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,12,1,-12,0,0,0.5,0.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,12,1,0,0,0
9,2,1,Red,left,48,18,0,1,74.5,5,1,65,81,12,0,0,0,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,18,1,-18,0,0,2.5,2.5,0,0,0,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,18,1,0,0,0
9,3,1,Yellow,left,0,30,0,3,77.5,0,0,71,81,0,0,12,0,FALSE,0,0,12,1,0,0,12,0,0,0.5,0.5,0,0,1,0,0,0,0,0,0,0,18,0,FALSE,0,0,18,1,0,0,18,0,0,2.5,2.5,0,0,1,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,FALSE,0,0,12,1,12,1,0,0,0,2.5,2.5,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,3,12,1,0,0,0
9,4,1,Green,left,24,24,0,2,41,0,1,31.5,81,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,FALSE,0,0,12,1,12,1,0,0,0,2.5,2.5,0,0,1,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,12,1,0,0,0
9,5,2,Purple,left,0,2,0,3,17,0,0,16.5,81,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,FALSE,0,0,2,1,0,0,2,0,0,1.5,1.5,0,0,2,0,0,0,0,0,0,0,2,1,0,0,0,0,0
9,6,2,Orange,left,24,22,0,1,27,0,1,16.5,81,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,2,1,-2,0,0,1.5,1.5,0,0,0,2,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
10,1,1,Blue,left,24,12,0,1,90.5,0,1,83.5,100,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,FALSE,0,0,12,1,0,0,12,0,0,0.5,0.5,0,4,1,0,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,24,1,-24,0,0,4.5,8.5,0,0,0,1,1,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,24,1,0,0,0
10,2,1,Red,left,48,48,0,1,78.5,5,1,66.5,100,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,3,1,Yellow,left,48,24,0,1,75.5,0,1,69.5,100,0,0,0,0,FALSE,0,0,0,0,12,1,-12,0,0,0.5,0.5,4,0,0,1,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,0,FALSE,12,0,18,1,18,1,0,0,0,5.5,1.5,0,0,1,1,0,0,1,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,18,1,30,2,0,0,0
10,4,1,Green,left,0,36,0,3,35,0,0,33,100,0,0,24,0,FALSE,0,0,24,1,0,0,24,0,0,8.5,4.5,0,0,1,0,0,1,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,FALSE,0,12,18,1,18,1,0,0,0,1.5,5.5,0,0,1,1,0,0,1,1,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,42,2,18,1,0,0,0
10,5,2,Purple,left,24,0,0,1,1,0,1,9,100,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,24,2,-24,0,0,8,8,0,0,1,2,0,0,0,0,0,0,0,0,24,2,0,0,0
10,6,2,Orange,left,0,24,0,3,23,0,0,19,100,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,FALSE,0,0,24,2,0,0,24,0,0,8,8,0,0,2,1,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0
11,1,1,Blue,left,24,24,0,1,94.5,0,1,82.5,121,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,1,Red,left,48,48,0,1,82.5,5,1,70.5,121,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,3,1,Yellow,left,48,48,0,1,79.5,0,1,67.5,121,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,4,1,Green,left,24,24,0,0,39,0,1,27,121,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,5,2,Purple,left,0,10,0,3,10,0,0,0,121,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FALSE,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0
